USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
root             42521   0.0  0.0 435321328   2400   ??  Ss    4:28PM   0:00.04 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
root             42513   0.0  0.0 435317584   3488   ??  Ss    4:28PM   0:00.02 /System/Library/CoreServices/ReportCrash daemon
root             42512   0.0  0.1 435357392  16800   ??  Ss    4:28PM   0:00.15 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
sathwikperla     42511   0.0  0.0 435299648   1792 s023  S+    4:28PM   0:00.01 /bin/bash ./system_info.sh
_applepay        42464   0.0  0.0 435345248   4736   ??  Ss    4:28PM   0:00.03 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
_applepay        42463   0.0  0.0 435359120   7792   ??  Ss    4:28PM   0:00.15 /usr/libexec/nfcd
root             42455   0.0  0.0 435357008   5536   ??  Ss    4:28PM   0:00.05 /usr/libexec/powerexperienced
root             42287   0.0  0.0 435357312   5120   ??  Ss    4:24PM   0:00.11 /usr/libexec/countryd
sathwikperla     41815   0.0  0.0 435309424   1712 s023  Ss    4:15PM   0:00.18 /bin/zsh -il
sathwikperla     41650   0.0  0.0 435356528   6144   ??  Ss    4:11PM   0:00.08 /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
sathwikperla     41219   0.0  0.0 435340624   6928   ??  Ss    4:00PM   0:00.09 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
sathwikperla     41216   0.0  0.0 435357344   3776   ??  S     4:00PM   0:00.14 /usr/libexec/MTLAssetUpgraderD
